RSSI,IOT,MCS,CQI,RSRP,RSRQ,BW_Utilization (%),RB_Allocation,UE_Status,QoS_Class,Beamforming,Traffic_Load (kbps),Latency (ms),Backhaul_Status,Mobility,Frequency_Layer,Network_Slice,Handover_Metrics (ms),Retransmission_Rate (%),NFV_Status,Physical_Cell_ID,Active_Features,Energy_Consumption (Watts),UE_Demand (kbps),Current_Resource_Allocation (%),Channel_Conditions
-79,-77,10,6,-130,-8,89.64296180595716,157,connected,8,61,6315,78,1,stationary,sub-6 GHz,1,32,19.208519647328753,0,126,None,246,7366,13.454373985936051,1
-100,-14,12,0,-91,-12,56.51336889252012,235,connected,9,11,5820,71,1,stationary,millimeter wave,1,456,15.226202540137525,0,351,MIMO,143,6329,59.0204710201843,6
-78,-65,31,7,-71,-14,47.987068622016245,198,connected,0,45,8615,112,1,high-speed,millimeter wave,1,323,11.332050428823718,1,491,carrier aggregation,206,11214,91.61959005428959,3
-76,-65,9,15,-139,-20,96.49003213496344,185,connected,6,26,8803,88,0,high-speed,millimeter wave,3,493,8.561921758321139,1,450,None,308,5179,63.701075615988124,2
-99,-81,12,7,-116,-15,39.93877820455086,210,handover,2,20,5701,95,0,high-speed,sub-6 GHz,0,79,8.605552899363776,0,52,None,342,11963,76.60466055806123,8
-102,-65,16,15,-103,-10,85.68161545574472,95,connected,7,5,6569,49,1,high-speed,sub-6 GHz,2,92,20.08219721117028,0,182,None,253,5633,37.20392887097649,8
-71,-67,25,0,-99,-17,58.33008634828002,189,connected,9,32,9700,81,1,high-speed,sub-6 GHz,4,184,7.440299752998477,0,41,MIMO,26,9503,12.982597551593145,6
-88,-90,9,6,-95,-7,100.0,147,connected,5,46,6536,108,0,stationary,sub-6 GHz,2,79,12.838078047516388,0,149,MIMO,264,10103,72.69437022094424,5
-86,-62,6,10,-107,-8,12.843139825734546,29,connected,0,59,8855,32,0,high-speed,millimeter wave,3,264,19.595035368416525,0,192,carrier aggregation,435,10292,10.611501806982304,8
-95,-68,8,10,-98,-16,24.207753603868195,32,connected,1,53,7558,37,1,stationary,sub-6 GHz,1,374,19.918735470564943,1,484,MIMO,303,5756,96.93312369482847,10
-79,-97,27,2,-87,-13,70.15183838455201,61,connected,9,20,10841,88,0,stationary,millimeter wave,1,56,12.190849386235131,0,461,carrier aggregation,22,3781,43.62812108203149,0
-117,-1,26,12,-116,-19,40.47324763572581,244,connected,8,40,8655,45,1,high-speed,sub-6 GHz,0,448,18.312466521022202,1,325,MIMO,94,14655,47.08508840815539,8
-108,-30,12,1,-100,-8,18.864399705328037,132,connected,7,58,4964,46,0,high-speed,sub-6 GHz,4,294,22.90382448954532,1,308,MIMO,140,11776,64.2809114773556,1
-82,-23,28,12,-83,-9,100.0,209,connected,5,22,11921,75,1,high-speed,millimeter wave,1,28,23.485701772512513,1,429,None,178,4503,17.943214916929406,9
-92,-18,22,15,-98,-5,57.283605523925125,252,handover,3,12,7271,41,1,high-speed,millimeter wave,3,298,4.155586826924798,0,392,MIMO,444,4432,50.62907568714198,0
-89,-94,27,14,-124,-13,93.13673146848285,130,connected,3,11,7655,68,0,high-speed,millimeter wave,2,294,4.687962763625725,0,179,None,197,9574,32.69890461022315,2
-108,-35,16,7,-88,-12,69.39425624992919,28,connected,2,36,5609,101,0,stationary,sub-6 GHz,1,371,23.59678484611385,0,215,carrier aggregation,232,4134,11.193627733681954,8
-107,-64,27,10,-96,-5,59.15086833967278,41,connected,9,47,5967,26,1,stationary,millimeter wave,0,237,6.639447259568596,1,488,None,463,7623,13.870714461473144,4
-103,-11,30,8,-80,-14,91.26373629575008,145,connected,1,19,5927,56,1,stationary,sub-6 GHz,0,173,15.463216069385012,1,277,None,237,6441,66.089839176818,0
-118,-79,10,1,-113,-14,66.8178765452082,52,connected,8,29,6202,64,0,high-speed,sub-6 GHz,1,72,12.88632474364827,1,92,MIMO,378,11534,10.966528106727225,5
-94,-98,5,11,-87,-5,61.67032672894467,151,connected,1,15,11367,83,0,stationary,sub-6 GHz,0,349,2.6380720021831254,1,255,carrier aggregation,391,2380,57.124723227985875,4
-77,-4,1,3,-116,-13,67.92365689349812,244,connected,2,35,7171,29,0,high-speed,millimeter wave,3,374,9.15763216211182,1,309,carrier aggregation,191,10896,26.388772144975313,4
-90,-73,20,5,-133,-18,86.39281525068952,42,connected,1,23,5519,41,0,stationary,sub-6 GHz,2,221,12.042680285710208,0,455,None,442,11247,78.08893393849274,2
-88,-37,26,5,-98,-18,62.081998798356835,242,connected,6,29,8963,23,0,stationary,sub-6 GHz,3,75,13.313128511852687,0,246,carrier aggregation,398,12621,77.10459312463306,5
-115,-17,23,0,-130,-12,22.38139985726901,99,connected,2,58,13880,39,0,stationary,millimeter wave,2,66,19.11209231533396,1,276,MIMO,144,4494,57.73941725587982,3
-103,-10,12,12,-116,-12,68.35388884827405,29,connected,9,52,14280,60,0,high-speed,sub-6 GHz,4,283,11.350385589287999,0,330,None,463,5798,60.8007934572862,7
-76,-91,12,15,-81,-18,10.009243077791721,8,connected,3,60,10487,32,1,high-speed,sub-6 GHz,0,340,10.128354351290321,1,14,MIMO,437,10028,4.721144992526261,1
-111,-79,23,11,-92,-5,43.41709994935002,31,connected,1,14,8258,54,0,high-speed,sub-6 GHz,1,360,20.58169887872114,0,367,carrier aggregation,184,5624,15.204529150543122,0
-89,-97,22,15,-122,-15,41.7242339997151,197,handover,3,58,13113,55,1,stationary,millimeter wave,3,444,22.76182520798613,1,464,MIMO,172,5617,61.29447157150363,2
-73,-56,15,12,-75,-4,70.40642259081972,93,idle,4,61,7079,88,0,stationary,sub-6 GHz,3,179,18.64812193719878,0,113,None,183,5214,18.7407224090014,1
-75,-61,10,11,-124,-20,39.14515697456142,255,connected,3,55,8433,106,1,stationary,millimeter wave,4,381,19.22883333341789,1,499,MIMO,303,11335,40.14344270748644,0
-99,-89,30,2,-94,-11,23.65461861169674,128,connected,7,63,13462,39,0,high-speed,millimeter wave,4,102,20.4707431140906,0,193,None,81,11368,54.03418658090823,9
-84,-62,1,0,-98,-14,51.07469071784101,102,handover,9,44,4815,68,1,stationary,millimeter wave,3,351,15.13800873000137,1,344,MIMO,497,4488,2.1402397907589132,10
-111,-47,30,1,-122,-13,84.82278437618767,245,connected,7,15,7199,104,1,high-speed,sub-6 GHz,1,272,19.89794667985368,1,146,MIMO,231,7399,15.114504373435455,8
-101,-48,25,6,-89,-12,100.0,164,connected,0,1,11372,101,1,high-speed,sub-6 GHz,1,407,17.816134385219307,0,75,MIMO,483,14348,7.274601225891752,7
-93,-84,11,12,-83,-17,40.11676319654435,183,connected,3,26,12205,31,1,high-speed,millimeter wave,1,242,17.951049884640447,1,203,None,153,4435,33.14452800792112,9
-117,-45,4,8,-114,-17,59.09391800131057,125,connected,0,1,7752,32,1,stationary,sub-6 GHz,2,314,17.85412176181054,0,81,MIMO,418,11656,39.51635764622673,10
-95,-91,24,5,-90,-17,89.3132387795971,40,connected,3,33,12530,67,1,stationary,millimeter wave,0,168,6.809635977787653,1,0,carrier aggregation,100,4142,11.080900863789733,7
-119,-36,7,5,-110,-20,47.543954632112516,160,connected,6,61,8915,85,1,high-speed,millimeter wave,0,207,15.349501144230565,1,409,carrier aggregation,242,2640,37.00862737663378,8
-84,-85,26,1,-98,-7,88.08725253259266,84,connected,1,54,5622,74,1,stationary,millimeter wave,2,90,19.17809330275935,1,483,None,129,4686,45.09342357179587,3
-92,-6,2,2,-134,-14,68.25380353692451,30,handover,1,59,5164,79,1,stationary,millimeter wave,2,73,22.337575974562643,0,309,MIMO,182,6399,37.63618076066301,9
-112,-77,5,4,-93,-10,14.799953986299975,66,idle,8,41,13634,122,1,high-speed,millimeter wave,2,114,14.647931046544567,1,182,carrier aggregation,101,9510,24.917883534025897,4
-91,-94,20,12,-107,-4,94.58096899930166,17,handover,6,30,9681,26,0,stationary,sub-6 GHz,0,340,15.642102229408504,1,103,carrier aggregation,378,9808,4.696074085367464,10
-84,-90,20,5,-78,-10,46.39704796604421,90,idle,2,55,7612,77,1,stationary,sub-6 GHz,0,280,13.178475032176546,0,275,MIMO,211,7441,42.17275828463121,1
-86,-95,27,8,-79,-13,54.24743474234795,218,connected,1,43,6353,100,1,high-speed,millimeter wave,4,48,5.90498827819528,1,383,carrier aggregation,332,11190,79.7115746174059,7
-95,-61,2,0,-77,-16,89.5003082878476,263,connected,0,24,2807,95,0,high-speed,sub-6 GHz,0,169,19.32159770905456,1,314,None,179,11848,92.19968650051935,9
-82,-98,7,3,-129,-19,14.45314247558737,149,idle,3,17,7895,128,0,stationary,millimeter wave,1,145,21.812042420741466,1,478,carrier aggregation,473,12284,30.65556270500539,0
-91,-38,4,1,-118,-17,61.74937718412509,105,connected,2,34,8576,65,1,high-speed,sub-6 GHz,3,347,16.073778391603458,0,348,None,211,9206,67.21061965564883,1
-86,-76,22,5,-140,-4,100.0,250,connected,1,41,14013,21,0,stationary,millimeter wave,0,176,3.3243277348072002,0,204,MIMO,92,8441,57.46645600690169,3
-88,-28,26,13,-118,-15,100.0,18,idle,0,48,12489,22,0,stationary,millimeter wave,2,146,17.793768203132423,0,401,carrier aggregation,298,3656,14.111403052261362,4
-84,-93,24,3,-140,-17,71.36435998369065,110,connected,5,38,12075,30,0,high-speed,millimeter wave,4,89,19.665402456162305,1,244,carrier aggregation,318,10615,87.67816103087712,8
-89,-66,0,4,-114,-7,41.89080494140208,142,connected,4,41,9572,66,0,high-speed,sub-6 GHz,3,278,12.080231830621203,0,437,None,237,11172,38.34272421858341,0
-72,-31,8,9,-129,-11,100.0,11,connected,5,15,12986,55,0,high-speed,millimeter wave,2,359,8.161295527046615,1,148,MIMO,479,8513,28.35228266536821,8
-83,-3,4,5,-71,-17,90.42206044407709,119,connected,1,49,9976,70,1,stationary,millimeter wave,3,448,22.42230581531398,0,42,carrier aggregation,309,4655,62.98390834502109,1
-76,-13,19,1,-122,-20,97.58156485663933,15,connected,3,8,12329,48,1,stationary,sub-6 GHz,4,276,3.987345274146315,1,62,None,156,7175,58.937303308684285,6
-86,-52,15,2,-133,-12,26.17730127425038,72,connected,7,2,5511,105,1,high-speed,millimeter wave,0,248,15.692481384863214,0,72,carrier aggregation,220,6591,36.1939770084453,6
-115,-99,12,6,-133,-6,37.906502681516415,209,idle,9,25,9124,81,0,high-speed,millimeter wave,2,208,14.873985235925907,1,502,None,104,9683,73.98926851070034,8
-83,-52,3,1,-97,-12,75.26005995575777,218,connected,9,22,9308,101,0,stationary,millimeter wave,1,442,14.304968154495766,0,292,None,376,5504,71.14191295177807,6
-119,-59,1,3,-119,-10,33.33875276458717,29,idle,7,46,12535,14,1,stationary,millimeter wave,3,372,3.5896201123554574,0,460,carrier aggregation,168,10192,89.3576450191767,8
-112,-52,24,6,-99,-11,77.38252209826166,196,connected,2,30,12080,100,1,stationary,sub-6 GHz,0,361,7.130601828544256,1,12,MIMO,323,11377,44.110790497439766,4
-114,-1,8,8,-74,-4,100.0,247,handover,3,53,7446,76,1,stationary,millimeter wave,0,44,17.578870808902533,0,225,None,187,6174,99.70911027568235,7
-72,-30,27,10,-98,-10,15.23422236790884,236,connected,4,36,7824,27,1,high-speed,sub-6 GHz,1,479,9.070169359692603,1,110,MIMO,478,9395,11.228153695520293,1
-99,-82,17,7,-80,-13,93.5085698906347,202,connected,5,44,10079,78,0,high-speed,millimeter wave,0,303,13.461145581675263,1,55,carrier aggregation,446,10681,28.988721502149506,1
-101,-36,10,9,-76,-8,83.73216295222916,71,connected,5,10,3327,55,0,stationary,sub-6 GHz,2,111,18.724283053208474,0,94,MIMO,319,13138,41.819952686957265,5
-74,-52,29,1,-130,-10,25.96811048337486,58,connected,2,32,13835,61,1,stationary,millimeter wave,0,347,19.913194233183034,1,142,None,207,7826,64.04492350038325,10
-88,-16,10,15,-111,-11,60.26239445222028,247,connected,8,38,12293,96,1,stationary,sub-6 GHz,4,200,16.195163199917612,0,170,carrier aggregation,344,8995,65.95921456730177,6
-119,-63,8,3,-81,-7,45.77918081752027,74,connected,8,10,8384,71,0,stationary,sub-6 GHz,1,105,9.921365856689373,0,440,MIMO,210,10420,73.64714032575303,10
-86,-19,26,6,-133,-9,100.0,175,handover,0,11,6782,99,1,high-speed,millimeter wave,1,185,11.128451363992383,0,343,carrier aggregation,353,8862,56.910898709871326,8
-94,-62,19,1,-128,-4,63.97142494616291,206,connected,1,63,9344,29,1,high-speed,sub-6 GHz,1,163,20.690125095680266,0,72,MIMO,277,5797,15.827814358600234,5
-75,-21,22,11,-91,-8,45.81863687616256,185,connected,7,33,10901,77,1,high-speed,sub-6 GHz,2,368,6.332194097044868,1,340,None,39,10316,51.493413884055485,1
-86,-19,13,2,-128,-7,64.65674348416573,248,connected,6,13,7083,69,1,stationary,sub-6 GHz,4,179,18.12249985246783,0,59,MIMO,233,11486,84.81485857921804,6
-87,-59,31,5,-118,-6,68.55134271942269,172,connected,4,8,6276,65,0,stationary,sub-6 GHz,4,28,21.99115610725527,0,273,MIMO,416,5915,50.79919817393607,8
-87,-74,3,7,-133,-16,16.32663220265492,149,connected,0,49,12392,35,0,high-speed,sub-6 GHz,2,419,6.646124410678842,0,328,carrier aggregation,202,6589,36.68081077005538,2
-73,-100,28,2,-103,-11,39.37336297368594,108,connected,6,53,11872,63,1,high-speed,sub-6 GHz,3,134,22.724687900638553,1,383,MIMO,394,5067,23.376304259718882,10
-72,-35,6,2,-96,-17,15.968243284718508,232,handover,0,23,5749,86,0,high-speed,sub-6 GHz,3,457,3.9368646084071743,1,177,None,45,8686,38.54875368949078,10
-72,-21,14,10,-102,-15,7.7845677810288105,62,connected,9,40,4565,15,0,high-speed,sub-6 GHz,4,37,10.46126088481198,1,371,None,379,7453,27.358257791256936,8
-72,-49,1,2,-119,-16,100.0,107,connected,2,4,6217,36,1,high-speed,millimeter wave,0,2,5.125131577107954,0,178,MIMO,311,6802,1.9262059111439855,1
-77,-37,2,7,-79,-9,22.624360673832104,271,connected,7,22,13141,92,0,stationary,millimeter wave,0,246,9.029995781650126,0,281,carrier aggregation,186,8500,71.99960541248893,3
-119,-68,2,12,-130,-8,74.43419800793171,243,connected,2,4,6477,22,0,high-speed,millimeter wave,1,63,9.974898146773345,0,394,None,218,10990,1.720428419393305,3
-116,-36,3,13,-79,-6,64.45061382831565,241,connected,3,56,10567,50,0,high-speed,sub-6 GHz,2,396,20.70814912460965,0,447,MIMO,255,9091,22.727977571936698,1
-87,-37,19,12,-130,-19,50.39999442157979,251,connected,1,13,6014,59,0,stationary,sub-6 GHz,0,217,8.669337126459608,1,78,MIMO,363,6176,51.87751296017492,9
-99,-59,25,0,-129,-12,89.96947273611306,50,connected,3,1,11811,66,1,stationary,sub-6 GHz,3,51,9.989207951076231,0,275,None,294,8928,14.841661209879575,1
-93,-17,20,6,-126,-19,77.73264351814007,123,connected,5,19,10514,88,0,high-speed,sub-6 GHz,2,49,3.486210683768201,0,152,MIMO,246,5970,83.87688347001873,0
-116,-65,22,7,-101,-12,69.15020178887795,164,idle,4,55,11480,89,0,high-speed,sub-6 GHz,3,95,3.850649587293109,0,335,MIMO,292,5902,12.814138967357025,8
-71,-10,1,1,-80,-6,100.0,17,connected,7,63,11019,53,1,high-speed,millimeter wave,2,181,14.775110824351577,0,398,MIMO,427,7426,84.10800877177653,8
-89,-49,16,6,-84,-11,28.561208771273876,83,handover,2,40,14487,50,1,stationary,sub-6 GHz,0,268,12.147056455643867,1,372,carrier aggregation,287,7383,58.09050599725637,2
-83,-19,30,15,-120,-8,59.613616894474305,237,handover,8,31,5927,48,0,stationary,sub-6 GHz,2,231,9.107140626146283,0,235,MIMO,461,12219,51.4161957639084,10
-104,-80,14,7,-122,-4,26.905217966683693,108,idle,0,35,10783,91,1,high-speed,millimeter wave,1,187,1.1571573125253298,1,15,None,57,7061,67.98258514199244,4
-118,-61,7,8,-77,-6,69.60286410789637,71,connected,1,50,10377,25,0,high-speed,millimeter wave,3,176,5.037064848703604,1,398,carrier aggregation,487,8913,9.32937247067349,10
-109,-50,1,12,-118,-11,41.78873355729642,93,connected,5,7,7460,56,0,stationary,sub-6 GHz,3,24,22.568780750292618,0,494,None,17,10677,46.40424454526379,1
-112,-99,15,4,-76,-4,91.23007470628404,28,connected,5,60,14266,59,0,high-speed,millimeter wave,4,362,15.076078101205848,0,443,None,386,13241,70.16014428891121,8
-82,-80,2,3,-111,-6,95.09874896600252,44,connected,8,48,8359,35,1,stationary,sub-6 GHz,2,226,19.671217640487765,0,225,carrier aggregation,416,5771,85.7896895872693,7
-119,-10,19,12,-111,-9,83.19123208790423,190,connected,1,27,3254,81,1,high-speed,sub-6 GHz,3,52,20.437322354679083,0,134,None,152,10989,56.46919847999463,0
-117,-17,24,8,-97,-19,36.24185710800383,192,connected,8,56,11817,93,0,high-speed,millimeter wave,3,356,13.543057952630363,0,249,None,262,12955,37.25851787417043,8
-79,-90,31,15,-82,-6,66.1776361345129,274,connected,9,60,9299,103,0,high-speed,millimeter wave,3,196,15.441676766683859,1,163,MIMO,470,8458,14.897970061461418,1
-77,-51,1,13,-71,-16,48.61710776062107,29,connected,1,31,7247,32,0,stationary,sub-6 GHz,0,399,12.319278232218693,0,18,carrier aggregation,280,8579,16.828705249586772,1
-92,-98,6,14,-97,-7,50.612261619109574,14,connected,0,56,5490,92,1,high-speed,sub-6 GHz,3,130,8.154128457009978,0,104,None,313,9092,30.277857361700466,4
-91,-37,15,4,-85,-13,75.50366814071309,28,idle,4,59,12347,68,1,stationary,millimeter wave,1,182,12.587941363598091,0,283,None,411,9653,0.5202256738734645,8
-90,-88,28,10,-72,-15,60.40281049063394,234,connected,7,24,5850,66,0,high-speed,sub-6 GHz,2,440,12.407832936558787,0,8,carrier aggregation,228,10132,52.08574715004669,9
-71,-83,5,8,-91,-10,46.48716790602899,101,connected,9,34,8173,115,0,high-speed,sub-6 GHz,4,410,21.270450310143,1,318,None,313,11871,38.43487685792182,9
-103,-19,21,15,-93,-8,72.13302972552626,73,connected,6,8,11094,50,1,high-speed,sub-6 GHz,2,62,11.232814179243855,1,158,MIMO,386,5076,68.401838711629,3
-75,-1,9,13,-125,-17,24.304670076596544,24,connected,3,38,6411,107,0,stationary,sub-6 GHz,1,103,2.0034540189376964,0,75,carrier aggregation,22,9744,13.7892120187175,2
-112,-93,21,5,-123,-4,100.0,213,connected,6,60,12109,72,1,stationary,sub-6 GHz,1,25,4.147091652756421,0,238,carrier aggregation,237,9467,63.45403765483651,10
-107,-28,19,15,-72,-13,19.11294680851629,180,connected,6,21,13980,20,0,stationary,sub-6 GHz,3,366,15.254708882564229,0,66,carrier aggregation,24,9304,59.37347361815647,3
-101,-27,3,9,-120,-10,48.1229659782234,23,connected,4,19,12066,70,0,high-speed,sub-6 GHz,4,109,12.821071418194382,0,339,carrier aggregation,221,5551,93.03306732942389,5
-87,-6,10,6,-93,-6,58.21983265427956,191,connected,4,16,6075,11,0,high-speed,millimeter wave,2,317,20.753563714402745,0,458,MIMO,111,10142,41.20933761644201,5
-110,-68,7,14,-120,-4,78.81865568683696,200,idle,9,63,5432,38,1,high-speed,millimeter wave,0,267,15.9812890346095,1,142,MIMO,239,13710,20.85648879533908,0
-88,-16,13,5,-118,-20,100.0,162,connected,7,32,9623,50,1,stationary,sub-6 GHz,3,492,12.281823515279829,1,322,carrier aggregation,269,9944,62.3304899319007,10
-80,-38,12,6,-81,-14,78.32745639315064,23,handover,5,33,6624,82,1,high-speed,sub-6 GHz,1,26,5.912162964280869,1,182,None,412,5210,37.41427267145024,9
-112,-40,8,15,-113,-6,21.32846942211341,269,connected,7,41,9773,100,0,stationary,millimeter wave,3,22,10.339671383854713,1,229,carrier aggregation,319,8706,26.450383067174922,7
-95,-91,8,14,-90,-10,74.81472568333136,6,connected,2,59,6740,61,0,stationary,millimeter wave,1,453,7.561433711894647,0,146,None,472,7660,35.44141406046736,0
-73,-57,16,12,-121,-6,100.0,248,handover,1,54,5830,44,0,stationary,sub-6 GHz,1,1,6.244728521820823,1,43,MIMO,191,4504,60.72793491721896,10
-92,-98,30,0,-82,-20,87.66963615691148,213,connected,3,33,9517,29,0,high-speed,millimeter wave,2,459,17.909901113163443,1,359,carrier aggregation,131,4333,54.93307703451833,3
-118,-74,9,9,-114,-19,16.658066335631343,25,connected,4,34,11708,51,0,high-speed,sub-6 GHz,0,375,8.440528829780746,0,143,MIMO,369,4757,92.657950255562,9
-84,-89,0,4,-124,-16,90.37611000600052,135,connected,6,53,13392,104,0,high-speed,millimeter wave,4,82,1.2836366429712298,0,331,None,319,6241,3.5959801299607075,5
-97,-81,2,2,-95,-11,48.42601687850055,108,connected,5,12,11991,99,1,stationary,millimeter wave,3,233,6.491523810692378,0,237,carrier aggregation,72,12709,45.55540902571774,3
-77,-27,20,3,-118,-14,47.059898739530894,133,connected,2,22,10010,112,0,high-speed,millimeter wave,1,29,23.872835942466438,0,74,None,81,3700,13.279222812710634,3
-81,-69,18,6,-123,-5,97.49969975852578,153,connected,4,18,11513,34,1,stationary,sub-6 GHz,0,35,17.06377300103938,1,213,None,494,8019,22.52733425469504,2
-104,-99,18,12,-102,-17,54.935824597015184,219,connected,7,48,8689,40,1,stationary,sub-6 GHz,4,422,5.8160757374248835,0,155,carrier aggregation,68,12868,38.0465015164134,5
-75,-28,30,8,-134,-10,15.552813541051158,272,connected,1,24,7148,21,1,high-speed,millimeter wave,0,381,17.405929379606963,0,73,None,446,12631,35.5705019619101,9
-85,-66,13,7,-122,-5,95.1035885178443,261,connected,7,26,3710,53,0,high-speed,millimeter wave,2,288,16.804968170198258,1,481,None,110,5517,36.87901359194511,0
-107,-15,15,1,-76,-20,100.0,238,connected,9,55,10194,71,1,stationary,sub-6 GHz,0,429,9.809277853652533,1,475,MIMO,318,4481,85.92911722345157,9
-94,-27,14,7,-130,-5,39.596208478544874,65,connected,1,1,12393,30,0,high-speed,sub-6 GHz,2,293,5.541283126677129,0,130,MIMO,338,10166,21.49087461464898,1
-119,-49,1,3,-111,-16,11.254075255839371,128,connected,1,41,6163,37,1,high-speed,sub-6 GHz,4,221,13.225874237480951,1,125,carrier aggregation,10,4624,10.172303697284269,3
-81,-39,3,5,-106,-11,26.666515926964465,6,connected,2,30,4008,45,0,stationary,sub-6 GHz,2,497,8.119786136021506,1,225,carrier aggregation,39,8580,33.73239551640583,2
-104,-5,31,4,-115,-9,21.879727654162476,197,connected,7,57,11134,41,0,stationary,sub-6 GHz,3,2,11.406826932252855,0,245,None,147,2328,40.94529942121711,5
-106,-24,8,15,-84,-20,78.51571282087305,92,connected,0,45,11874,93,1,stationary,sub-6 GHz,4,286,14.297795615832676,1,136,MIMO,248,3956,79.51469345384274,0
-103,-3,8,15,-85,-12,56.11877928334751,162,connected,9,47,4414,62,1,high-speed,sub-6 GHz,0,99,15.852203193098683,1,455,carrier aggregation,70,6315,59.965639857230556,9
-82,-79,6,5,-122,-7,7.617981255947907,138,connected,6,59,5542,69,0,stationary,sub-6 GHz,0,110,5.244997798157199,1,113,MIMO,91,12826,84.15718360853566,9
-96,-65,7,9,-77,-11,100.0,21,idle,8,0,14741,30,1,stationary,millimeter wave,3,65,12.50298624163183,0,64,carrier aggregation,156,10877,87.8690901622942,4
-102,-98,9,12,-125,-18,30.663855084209054,106,idle,5,50,6385,17,1,stationary,sub-6 GHz,2,365,4.044097211299449,0,365,None,278,7434,95.25804127878878,2
-95,-71,15,12,-116,-15,79.8112912952742,98,connected,8,9,10342,64,0,high-speed,sub-6 GHz,0,288,7.333865250778381,1,285,carrier aggregation,27,11615,37.83410447373188,10
-94,-50,22,1,-77,-6,100.0,106,connected,5,20,6397,74,1,high-speed,sub-6 GHz,4,367,15.42423466455553,1,2,MIMO,240,5246,79.0471786910447,3
-118,-27,4,8,-126,-7,57.49267725528684,212,connected,4,41,7270,92,0,stationary,millimeter wave,3,164,16.41554297435989,1,467,None,295,9310,46.76225440907258,10
-88,-36,23,8,-120,-15,26.97835852612934,33,connected,4,50,6506,56,0,stationary,millimeter wave,2,331,20.595624869866313,1,82,carrier aggregation,50,4700,10.865187916123197,0
-113,-17,13,0,-127,-7,53.06598306933658,137,connected,4,7,4935,85,1,stationary,millimeter wave,0,376,15.807982545216312,0,23,None,337,12863,69.55932942077457,8
-73,-92,3,1,-74,-4,48.30175761267401,256,connected,8,40,7020,70,0,stationary,millimeter wave,3,152,6.640146185151835,1,58,carrier aggregation,330,11089,27.776942475225674,3
-73,-44,26,9,-109,-10,15.92549080192903,140,connected,8,51,12447,57,0,stationary,sub-6 GHz,4,243,5.355870226473675,0,150,None,190,4795,59.729046254629125,0
-81,-57,2,9,-84,-14,34.44332259651868,127,connected,8,37,8883,54,0,stationary,millimeter wave,0,204,15.935163496669396,1,172,None,493,6671,60.789654605599864,7
-110,-49,21,6,-137,-20,45.73422474440762,31,connected,0,43,11362,96,0,high-speed,sub-6 GHz,2,429,4.804831342330099,1,327,None,183,14034,13.999321499224127,4
-106,-24,30,7,-138,-19,100.0,173,connected,4,53,11052,23,1,stationary,millimeter wave,4,420,13.13501834038432,1,271,MIMO,168,9059,38.2195745126558,4
-107,-87,11,9,-128,-17,87.85950365811594,113,connected,6,20,8309,42,1,stationary,millimeter wave,3,207,18.925311008550874,0,283,None,53,11732,98.09923199658161,7
-101,-24,5,1,-93,-8,30.449349922882643,44,connected,0,55,11048,34,0,high-speed,millimeter wave,2,457,6.7059274759478225,1,176,MIMO,104,4455,26.096509235845744,8
-86,-90,24,2,-113,-16,77.98946345263592,40,handover,7,62,7093,61,0,high-speed,sub-6 GHz,3,279,12.6717401919923,1,247,None,404,8107,85.74375730523808,2
-108,-93,12,1,-128,-4,62.11713379910205,121,connected,3,44,13399,88,1,high-speed,millimeter wave,0,231,13.887035078139562,1,428,None,34,10160,35.908265773427004,4
-91,-2,16,6,-102,-10,33.306787367172475,31,connected,8,19,14884,95,0,stationary,sub-6 GHz,0,258,11.308011547976692,0,72,None,420,12371,88.43557077025693,1
-100,-20,25,11,-121,-10,79.8773798463302,98,connected,7,38,7652,126,0,high-speed,sub-6 GHz,1,469,18.75488137076901,1,421,MIMO,0,9084,72.2312501496287,7
-96,-6,25,2,-129,-12,14.603415607879422,262,connected,6,23,9277,96,0,stationary,sub-6 GHz,4,181,15.229879403808004,0,468,None,432,12253,65.49142097435711,0
-116,-79,17,11,-139,-16,95.95899669137692,64,idle,7,21,11345,52,0,high-speed,millimeter wave,2,297,16.699873523617654,0,219,None,469,7445,3.6790331260379117,2
-89,-29,5,8,-121,-17,40.065410413539134,50,connected,3,36,9391,52,0,stationary,sub-6 GHz,4,6,23.686943198883412,0,295,MIMO,349,9736,16.633777032880225,7
-103,-11,17,9,-80,-6,56.0140973803829,244,connected,3,3,9373,37,1,high-speed,sub-6 GHz,0,268,14.035595061361573,1,8,carrier aggregation,275,5674,39.97693365550295,2
-81,-60,22,1,-80,-13,41.849120020887014,36,connected,2,16,13195,80,1,high-speed,sub-6 GHz,4,57,14.467062073847924,1,450,carrier aggregation,251,5148,47.38234605784718,4
-100,-78,31,6,-97,-20,21.604880259354932,177,connected,7,31,2450,46,1,stationary,millimeter wave,1,436,6.3074331142691635,1,211,None,175,7829,9.103197193183421,3
-109,-18,11,9,-138,-19,36.64887719504466,120,connected,2,54,6583,97,1,stationary,millimeter wave,4,92,22.978650054902854,0,459,carrier aggregation,282,6145,66.72667747203128,6
-81,-75,29,9,-137,-20,92.22236418857688,34,connected,5,63,9983,22,1,high-speed,millimeter wave,0,474,7.217397126945905,0,187,MIMO,275,7945,73.91080409676658,9
-106,-16,19,11,-90,-8,12.37926125244539,55,connected,9,25,10955,119,0,high-speed,sub-6 GHz,0,19,6.096666964655428,0,317,carrier aggregation,441,5816,6.135450076547711,10
